first,last,suffix,pos,dob,col,id_armchair,id_nfl_old,id_ffcalc,id_underdog,id_gsis,id_esd,id_nfl_new
john,beck,NA,QB,08/21/1981,Brigham Young,JB-2100,2507171,NA,NA,00-0025427,BEC177695,32013030-2d30-3032-3534-323797243087
joique,bell,NA,RB,08/04/1986,Wayne State,JB-2700,497145,1965,NA,00-0027218,BEL389385,32013030-2d30-3032-3732-313821a0e096
josh,bellamy,NA,WR,05/18/1989,Louisville,JB-2950,2535964,NA,11b2eff2-95bb-47a7-b90b-04ad1a7930a1,00-0029319,BEL647328,32013030-2d30-3032-3933-31395f15b3ef
jahvid,best,NA,RB,01/30/1989,California,JB-3300,497147,1732,NA,00-0027880,BES682260,32013030-2d30-3032-3738-3830f5ea0036
jerome,bettis,NA,RB,02/16/1972,Notre Dame,JB-3400,2499642,NA,NA,NA,NA,NA
jace,billingsley,NA,WR,05/17/1993,Eastern Oregon,JB-3525,2556473,NA,NA,00-0032553,BIL471428,NA
justin,blackmon,NA,WR,01/09/1990,Oklahoma State,JB-3650,2533038,1914,NA,00-0029707,BLA284263,32013030-2d30-3032-3937-3037b9ae45cc
jeff,blake,NA,QB,12/04/1970,East Carolina,JB-3800,2499676,NA,NA,NA,NA,NA
javess,blue,NA,WR,12/30/1992,Kentucky,JB-3975,2553494,NA,NA,00-0031823,BLU308410,NA
joel,bouagnon,NA,RB,03/28/1995,Northern Illinois,JB-4575,2559144,NA,NA,00-0033630,BOU235674,NA
josh,boyce,NA,WR,05/06/1991,Texas Christian,JB-4750,2540181,NA,NA,00-0030474,BOY049190,32013030-2d30-3033-3034-3734e48264f4
jarrett,boykin,NA,WR,11/04/1989,Virginia Tech,JB-4950,2532799,2185,NA,00-0029051,BOY612580,32013030-2d30-3032-3930-3531ab5afa4a
jon,bradley,NA,RB,01/13/1981,Arkansas State,JB-5000,NA,NA,NA,NA,NA,NA
jamaal,branch,NA,RB,01/30/1981,Colgate,JB-5100,2506870,NA,NA,NA,NA,NA
jeremy,brigham,NA,TE,03/22/1975,Washington,JB-5600,2499785,NA,NA,NA,NA,NA
jacoby,brissett,NA,QB,12/11/1992,North Carolina State,JB-5725,2555261,NA,7423db35-576c-4e9c-b406-f5eeaa4f07da,00-0033119,BRI516391,32013030-2d30-3033-3331-3139ba7e51e2
john,bronson,NA,TE,07/08/1982,Penn State,JB-5800,2506244,NA,NA,NA,NA,NA
jason,brookins,NA,RB,01/05/1976,Lane,JB-5900,2504084,NA,NA,NA,NA,NA
jamall,broussard,NA,WR,08/19/1981,Texas Tech,JB-6200,2505863,NA,NA,NA,NA,NA
john,broussard,NA,WR,12/18/1983,San Jose State,JB-6300,2507250,NA,NA,NA,NA,NA
jaron,brown,NA,WR,01/08/1990,Clemson,JB-6750,2541966,NA,NA,00-0030300,BRO486303,32013030-2d30-3033-3033-3030d3c4314e
john,brown,NA,WR,04/03/1990,Pittsburg State,JB-6950,2543847,2138,7ec6df93-b2d6-4e9e-89df-785bcf29e0c2,00-0031051,BRO494712,NA
justin,brown,NA,WR,03/10/1991,Oklahoma,JB-7150,2541314,NA,NA,00-0030466,BRO502709,32013030-2d30-3033-3034-3636d6e49db6
jake,browning,NA,QB,04/11/1996,Washington,JB-7175,2562634,NA,NA,00-0035100,BRO817047,NA
joe,burns,NA,RB,09/15/1979,Georgia,JB-7800,2504924,NA,NA,NA,NA,NA
james,butler,NA,WR,03/04/1992,Louisiana-Lafayette,JB-8450,2554534,NA,NA,00-0032317,BUT249498,NA
james,butler,NA,RB,02/19/1995,Iowa,JB-8475,2561678,NA,NA,00-0034870,BUT249448,NA
jeremy,butler,NA,WR,04/22/1991,Tennessee-Martin,JB-8550,2550183,NA,NA,00-0030691,BUT279308,32013030-2d30-3033-3036-3931bcc96477
jake,butt,NA,TE,07/11/1995,Michigan,JB-8575,2557859,NA,NA,00-0033564,BUT702407,32013030-2d30-3033-3335-3634a6f5865e
jake,byrne,NA,TE,01/24/1990,Wisconsin,JB-8900,2535588,NA,NA,00-0029175,BYR668150,NA
josh,caldwell,NA,RB,05/28/1996,Northwest Missouri State,JC-0225,2563337,NA,NA,00-0035691,CAL293173,NA
joe,callahan,NA,QB,06/04/1993,Wesley,JC-0250,2556492,NA,NA,00-0032630,CAL566497,32013030-2d30-3033-3236-33309ca70431
jordan,cameron,NA,TE,08/07/1988,USC,JC-0400,2495267,1843,NA,00-0028040,CAM107841,32013030-2d30-3032-3830-34309aa2911f
jason,campbell,NA,QB,12/31/1981,Auburn,JC-0500,2506364,170,NA,00-0023460,CAM375235,32013030-2d30-3032-3334-3630311d0939
john,carlson,NA,TE,05/12/1984,Notre Dame,JC-0700,1966,1351,NA,00-0026178,CAR142530,32013030-2d30-3032-3631-3738ed6c2754
jason,carter,NA,WR,09/15/1982,Texas A&M,JC-1200,2495818,NA,NA,NA,NA,NA
jonathan,carter,NA,WR,03/20/1979,Troy,JC-1400,2504601,NA,NA,NA,NA,NA
james,casey,NA,TE,09/22/1984,Rice,JC-1600,71247,NA,NA,00-0027109,CAS214381,32013030-2d30-3032-3731-3039d6dff829
jehuu,caulcrick,NA,RB,08/06/1983,Michigan State,JC-1900,1355,NA,NA,00-0026012,CAU377027,00-0026012
jamaal,charles,NA,RB,12/27/1986,Texas,JC-2300,925,1368,NA,00-0026213,CHA561428,32013030-2d30-3032-3632-313325b4e8c2
jesse,chatman,NA,RB,09/22/1979,Eastern Washington,JC-2500,2504891,NA,NA,NA,NA,NA
jehu,chesson,NA,WR,12/29/1993,Michigan,JC-2650,2557866,NA,NA,00-0033464,CHE582035,32013030-2d30-3033-3334-363499931b29
jamie,childers,NA,TE,06/26/1988,Coastal Carolina,JC-2750,2535902,NA,NA,00-0029238,CHI303732,NA
john,chiles,NA,WR,10/09/1988,Texas,JC-2775,2530669,NA,NA,00-0028517,CHI576868,NA
jawon,chisholm,NA,RB,09/19/1991,Akron,JC-2787,2554345,NA,NA,00-0032285,CHI761708,NA
jordan,chunn,NA,RB,01/02/1995,Troy,JC-2825,2561308,NA,c25645e7-d5c8-408e-9448-fae5bd640621,00-0034551,CHU131923,NA
jimmy,clausen,NA,QB,09/21/1987,Notre Dame,JC-3100,497108,NA,NA,00-0027659,CLA709185,32013030-2d30-3032-3736-3539299451a0
john,clay,NA,RB,01/04/1988,Wisconsin,JC-3300,2530495,NA,NA,00-0028208,CLA723671,32013030-2d30-3032-3832-3038424cdce8
jake,coker,NA,QB,09/22/1992,Alabama,JC-3450,2556423,NA,NA,00-0032490,COK428791,NA
jasper,collins,NA,WR,11/28/1991,Mount Union,JC-3575,2541198,NA,NA,00-0029971,COL609258,NA
jed,collins,NA,RB,03/03/1986,Washington State,JC-3700,4231,NA,NA,00-0026072,COL612676,32013030-2d30-3032-3630-3732f7f652f6
jerome,collins,NA,TE,08/18/1982,Notre Dame,JC-3800,2506480,NA,NA,NA,NA,NA
james,conner,NA,RB,05/05/1995,Pittsburgh,JC-4075,2557978,2470,3ed950e5-9d2c-4f67-bb0c-0cbdb8fed170,00-0033553,CON461999,32013030-2d30-3033-3335-35336659a949
john,conner,NA,RB,06/08/1987,Kentucky,JC-4100,2508051,NA,NA,00-0027739,CON466815,32013030-2d30-3032-3737-3339a4aecce0
jameel,cook,NA,RB,02/08/1979,Illinois,JC-4200,2504645,NA,NA,NA,NA,NA
jared,cook,NA,TE,04/07/1987,South Carolina,JC-4300,71265,1658,25113116-c74e-4882-aeee-4fbd521a94e0,00-0027061,COO152641,32013030-2d30-3032-3730-3631724728ba
josh,cooper,NA,WR,01/08/1989,Oklahoma State,JC-4650,2532817,NA,NA,00-0028930,COO622580,32013030-2d30-3032-3839-333097a5e7ed
jerricho,cotchery,NA,WR,06/16/1982,North Carolina State,JC-5400,2506004,241,NA,00-0022811,COT027891,32013030-2d30-3032-3238-313152a073a9
jeremy,cox,NA,RB,08/16/1996,Old Dominion,JC-5487,2562974,NA,NA,00-0035427,COX360462,NA
justin,crawford,NA,RB,02/19/1995,West Virginia,JC-5570,2561031,NA,NA,00-0034137,CRA677332,NA
josh,cribbs,NA,WR,06/09/1983,Kent State,JC-5600,2506222,NA,NA,00-0023176,CRI120494,32013030-2d30-3032-3331-3736cf71990d
juron,criner,NA,WR,12/12/1989,Arizona,JC-5660,2532823,NA,NA,00-0029702,CRI230716,32013030-2d30-3032-3937-30324d82c52a
john,crockett,NA,RB,02/16/1992,North Dakota State,JC-5670,2553511,NA,NA,00-0031826,CRO028230,32013030-2d30-3033-3138-3236869f66a5
josh,crockett,NA,WR,03/13/1995,Central Oklahoma,JC-5672,2561635,NA,NA,00-0034819,CRO028435,NA
jason,croom,NA,TE,02/28/1994,Tennessee,JC-5675,2559159,NA,NA,00-0033627,CRO325332,32013030-2d30-3033-3336-323714794858
jamison,crowder,NA,WR,06/17/1993,Duke,JC-5680,2552415,2331,97e9c430-a425-49bb-b3dc-870c724bfddf,00-0031941,CRO697273,32013030-2d30-3033-3139-3431d3ce4eea
jeff,cumberland,NA,TE,05/02/1987,Illinois,JC-5900,2507883,NA,NA,00-0027321,CUM139116,32013030-2d30-3032-3733-32315a18ec9c
jerome,cunningham,NA,TE,05/25/1991,Southern Connecticut,JC-6025,2551359,NA,a674d7ec-55d2-4564-92ca-d689df8fbe54,00-0031462,CUN460050,32013030-2d30-3033-3031-32398698aa7b
justice,cunningham,NA,TE,01/14/1991,South Carolina,JC-6050,2540257,NA,NA,00-0030129,CUN505098,32013030-2d30-3033-3134-36325aaed290
jamal,custis,NA,WR,11/06/1995,Syracuse,JC-6150,2562551,NA,NA,NA,CUS666268,NA
jay,cutler,NA,QB,04/29/1983,Vanderbilt,JC-6200,2495824,265,92ca41c7-4d45-4304-b9a5-aec887bf4c33,00-0024226,CUT288111,32013030-2d30-3032-3432-3236d681c61c
jared,dangerfield,NA,WR,08/09/1992,Western Kentucky,JD-0018,2556848,NA,NA,00-0033000,DAN226534,NA
joe dean,davenport,NA,TE,10/29/1976,Arkansas,JD-0300,2503951,NA,NA,NA,NA,NA
jace,davis,NA,WR,08/22/1991,Northern Colorado,JD-0475,2550192,NA,NA,00-0030692,DAV413380,NA
james,davis,NA,RB,01/01/1986,Clemson,JD-0600,2507796,1652,NA,00-0027130,DAV420112,00-0027130
jason,davis,NA,RB,11/02/1983,Illinois,JD-0700,2506846,NA,NA,00-0024158,DAV429090,NA
jawill,davis,NA,WR,04/06/1995,Bethune-Cookman,JD-0750,2561317,NA,NA,00-0034499,DAV431734,32013030-2d30-3033-3434-3939369bf37a
john,davis,NA,TE,05/14/1973,Emporia State,JD-1000,2500317,NA,NA,NA,NA,NA
justin,davis,NA,RB,11/11/1995,USC,JD-1050,2559163,NA,NA,00-0033760,DAV499568,32013030-2d30-3033-3337-3630ca262bde
jajuan,dawson,NA,WR,11/05/1977,Tulane,JD-1100,2504103,NA,NA,NA,NA,NA
james,dearth,NA,TE,01/22/1976,Tarleton State,JD-1200,2500355,NA,NA,00-0004112,DEA741611,NA
jon,dekker,NA,TE,05/15/1983,Princeton,JD-1300,2506667,NA,NA,NA,NA,NA
jake,delhomme,NA,QB,01/10/1975,Louisiana-Lafayette,JD-1400,2500361,NA,NA,00-0004161,DEL367367,32013030-2d30-3030-3431-36314534ade6
jeff,demps,NA,RB,01/08/1990,Florida,JD-1550,2532831,NA,NA,00-0029722,DEM598354,32013030-2d30-3032-3937-3232eaa81fc9
james,develin,NA,RB,07/23/1988,Brown,JD-1650,2508101,NA,NA,00-0027925,DEV145356,32013030-2d30-3032-3739-323596e7140b
john,diarse,NA,WR,12/10/1994,Texas Christian,JD-1850,2561430,NA,NA,00-0034106,DIA648788,NA
jarett,dillard,NA,WR,12/21/1985,Rice,JD-2100,71281,NA,NA,00-0027105,DIL191108,32013030-2d30-3032-3731-3035b4c27ea1
johnnie,dixon,NA,WR,09/16/1994,Ohio State,JD-2187,2562559,NA,NA,00-0035450,DIX415666,NA
joshua,dobbs,NA,QB,01/26/1995,Tennessee,JD-2250,2558167,NA,9b8fdeca-b8c0-4be5-ac1b-492778cd75e1,00-0033949,DOB302360,32013030-2d30-3033-3339-343990d8a4e4
josh,doctson,NA,WR,12/03/1992,Texas Christian,JD-2350,2555343,2347,13ea711f-ea13-4e5b-86f9-73c527a95ef0,00-0032760,DOC662393,32013030-2d30-3033-3237-3630854663ab
jacob,dolegala,NA,QB,10/07/1996,Central Connecticut State,JD-2450,NA,NA,NA,NA,NA,NA
jack,doyle,NA,TE,05/05/1990,Western Kentucky,JD-2550,2540232,2430,36237be8-7c7d-44b0-890a-91fa03b746ad,00-0030181,DOY403968,32013030-2d30-3033-3031-3831dd11abdd
jim,dray,NA,TE,12/31/1986,Stanford,JD-2600,497226,NA,NA,00-0027825,DRA632509,32013030-2d30-3032-3738-3235b2aec0e1
joel,dreessen,NA,TE,07/26/1982,Colorado State,JD-2700,2506531,NA,NA,00-0023630,DRE129201,32013030-2d30-3032-3336-3330844f9a27
jeff,driskel,NA,QB,04/23/1993,Louisiana Tech,JD-2850,2555262,NA,3e36fe70-ad56-492d-b153-87a64019da02,00-0032436,DRI392790,32013030-2d30-3033-3234-33369707963e
jeff,dugan,NA,TE,04/08/1981,Maryland,JD-2900,2505946,NA,NA,00-0022746,DUG092572,00-0022746
jonathan,duhart,NA,WR,06/26/1996,Old Dominion,JD-2950,2563192,NA,NA,00-0035325,DUH103822,NA
joe don,duncan,NA,TE,09/17/1990,Dixie State,JD-3150,2553191,NA,NA,00-0031495,DON330922,NA
jason,dunn,NA,TE,11/15/1973,Eastern Kentucky,JD-3200,2500489,NA,NA,NA,NA,NA
jonathan,dwyer,NA,RB,07/26/1989,Georgia Tech,JD-3400,497174,1746,NA,00-0027786,DWY425790,32013030-2d30-3032-3737-383640137b50
jeremy,ebert,NA,WR,04/06/1989,Northwestern,JE-0050,2534237,NA,NA,00-0029552,EBE679400,32013030-2d30-3032-3935-353296354e4d
julian,edelman,NA,WR,05/22/1986,Kent State,JE-0100,238498,1708,eb4fd8c5-848d-4b96-85f3-fa1e3eb28f3d,00-0027150,EDE425791,32013030-2d30-3032-3731-35304d0e9eb8
jahwan,edwards,NA,RB,07/27/1992,Ball State,JE-0150,2553879,NA,NA,00-0032082,EDW513954,NA
jamin,elliott,NA,WR,10/05/1979,Delaware,JE-0300,2505177,NA,NA,NA,NA,NA
jordan,ellis,NA,RB,03/22/1996,Virginia,JE-0425,2562835,NA,NA,00-0035396,ELL556384,NA
jerod,evans,NA,QB,01/16/1994,Virginia Tech,JE-1025,2559171,NA,NA,NA,EVA297676,NA
justin,fargas,NA,RB,01/25/1980,USC,JF-0400,2505596,NA,NA,00-0022093,FAR068315,NA
jimmy,farris,NA,WR,04/13/1978,Montana,JF-0600,2504388,NA,NA,NA,NA,NA
joseph,fauria,NA,TE,01/16/1990,UCLA,JF-0650,2539327,NA,NA,00-0029883,FAU446292,32013030-2d30-3032-3938-38332fb292ee
jermaine,fazande,NA,RB,01/14/1975,Oklahoma,JF-0700,2500607,NA,NA,NA,NA,NA
jerome,felton,NA,RB,07/03/1986,Furman,JF-1000,NA,NA,NA,NA,NA,NA
james,fenderson,NA,RB,10/24/1976,Hawaii,JF-1100,2504499,NA,NA,NA,NA,NA
jazz,ferguson,NA,WR,01/12/1997,Northwestern State,JF-1237,2562583,NA,NA,00-0035090,FER171708,NA
josh,ferguson,NA,RB,05/23/1993,Illinois,JF-1250,2556411,NA,ca8ff7c2-734b-4b61-a50a-63980641f986,00-0032377,FER201072,32013030-2d30-3033-3233-3737a4c7eb86
jay,fiedler,NA,QB,12/29/1971,Dartmouth,JF-1400,2500619,NA,NA,NA,NA,NA
jermichael,finley,NA,TE,03/26/1987,Texas,JF-1600,1072,1374,NA,00-0026231,FIN403212,32013030-2d30-3032-3632-3331afbfaad3
jim,finn,NA,RB,12/09/1976,Pennsylvania,JF-1700,2500632,NA,NA,NA,NA,NA
joe,flacco,NA,QB,01/16/1985,Delaware,JF-1900,382,1343,NA,00-0026158,FLA009602,32013030-2d30-3032-3631-3538c6a10853
jacoby,ford,NA,WR,07/27/1987,Clemson,JF-2600,497288,1750,NA,00-0027709,FOR220896,32013030-2d30-3032-3737-30396d79f884
justin,forsett,NA,RB,10/14/1985,California,JF-2800,927,1703,NA,00-0026373,FOR530271,32013030-2d30-3032-3633-3733685fb6e5
joe,fortson,NA,WR,12/07/1995,Valdosta State,JF-2850,NA,NA,NA,NA,NA,NA
jp,foschi,NA,TE,05/19/1982,Georgia Tech,JF-2900,2505813,NA,NA,00-0022484,FOS047461,NA
jalston,fowler,NA,TE,07/26/1990,Alabama,JF-2950,2552464,NA,NA,00-0032130,FOW442542,32013030-2d30-3033-3231-3330fa1f6d76
jarvion,franklin,NA,RB,12/09/1995,Western Michigan,JF-3032,2560730,NA,NA,00-0034205,FRA456765,NA
johnathan,franklin,NA,RB,10/23/1989,UCLA,JF-3040,2539326,NA,NA,00-0030078,FRA476647,32013030-2d30-3033-3030-373867fd7423
jordan,franks,NA,TE,02/01/1996,Central Florida,JF-3045,2561330,NA,NA,00-0034532,FRA597354,32013030-2d30-3033-3435-33328a7fbd3c
josh,freeman,NA,QB,01/13/1988,Kansas State,JF-3100,79557,1666,NA,00-0026993,FRE183259,32013030-2d30-3032-3639-3933413b75ca
john,friesz,NA,QB,05/19/1967,Idaho,JF-3200,2500714,NA,NA,NA,NA,NA
jeff,fuller,NA,WR,04/20/1990,Texas A&M,JF-3400,2532844,NA,NA,00-0029103,FUL257424,NA
jabar,gaffney,NA,WR,12/01/1980,Florida,JG-0100,2505033,401,NA,00-0021163,GAF203145,32013030-2d30-3032-3131-3633e26e70b6
justin,gage,NA,WR,01/24/1981,Missouri,JG-0200,2505497,NA,NA,00-0021982,GAG105904,00-0021982
jeremy,gallon,NA,WR,02/09/1990,Michigan,JG-0450,2543818,NA,NA,00-0031094,GAL653898,NA
joey,galloway,NA,WR,11/20/1971,Ohio State,JG-0500,2500744,NA,NA,00-0005720,GAL752888,00-0005720
jeff,garcia,NA,QB,02/24/1970,San Jose State,JG-0600,2500758,NA,NA,00-0005755,GAR101861,NA
jimmy,garoppolo,NA,QB,11/02/1991,Eastern Illinois,JG-0650,2543801,2131,11bb5f82-d1f7-4db0-a710-687109212caf,00-0031345,GAR363225,32013030-2d30-3033-3133-34353afe165e
jason,garrett,NA,QB,03/28/1966,Princeton,JG-0700,2500770,NA,NA,NA,NA,NA
jeff,george,NA,QB,12/08/1967,Illinois,JG-1000,2500788,NA,NA,NA,NA,NA
jammi,german,NA,WR,07/04/1974,Miami (FL),JG-1100,2500796,NA,NA,NA,NA,NA
john,gilmore,NA,TE,09/21/1979,Penn State,JG-1500,2505171,NA,NA,00-0021304,GIL795430,32013030-2d30-3032-3133-303446e3e572
jared,goff,NA,QB,10/14/1994,California,JG-1850,2555334,2351,6776cfb4-4c8a-4ac5-99c0-bef5a9c2a99e,00-0033106,GOF219636,32013030-2d30-3033-3331-30361d564889
joey,goodspeed,NA,RB,02/22/1978,Notre Dame,JG-2300,2503983,NA,NA,NA,NA,NA
josh,gordon,NA,WR,04/13/1991,Baylor,JG-2450,2537931,1951,1f542572-3b5b-408a-abf7-67fe47ee3ee9,00-0029664,GOR190310,32013030-2d30-3032-3936-3634dc2809b5
jaeden,graham,NA,TE,10/10/1995,Yale,JG-2687,2561622,NA,4ca3f8a1-1753-44f6-933d-ec55f9501759,00-0034788,GRA199272,32013030-2d30-3033-3437-38387f759efe
jay,graham,NA,RB,07/14/1975,Tennessee,JG-2700,2500859,NA,NA,NA,NA,NA
jeff,graham,NA,WR,02/14/1969,Ohio State,JG-2800,2500861,NA,NA,NA,NA,NA
jimmy,graham,NA,TE,11/24/1986,Miami (FL),JG-2900,497236,1747,fc85f55a-459f-41c1-9872-f325bc935955,00-0027696,GRA207087,32013030-2d30-3032-3736-39363e3fa7c9
jakeem,grant,NA,WR,10/30/1992,Texas Tech,JG-2950,2556190,NA,3de1eee3-92c0-45cf-b0d0-65e67bf8cc3c,00-0032791,GRA443889,32013030-2d30-3033-3237-39318d01ca59
janarion,grant,NA,WR,11/20/1993,Rutgers,JG-2975,2561485,NA,NA,00-0034307,GRA446275,NA
jeff,grau,NA,TE,12/16/1979,UCLA,JG-3000,2505196,NA,NA,NA,NA,NA
jonas,gray,NA,RB,06/27/1990,Notre Dame,JG-3050,2533030,2334,NA,00-0029104,GRA699244,32013030-2d30-3032-3931-3034d24ad7fd
jacquez,green,NA,WR,01/15/1976,Florida,JG-3200,2500896,NA,NA,NA,NA,NA
jared,green,NA,WR,04/01/1989,Southern,JG-3350,2534860,NA,NA,00-0029396,GRE251148,NA
justin,green,NA,RB,04/30/1982,Montana,JG-3500,2506493,NA,NA,NA,NA,NA
jalen,greene,NA,WR,06/13/1996,Utah State,JG-3575,2563307,NA,NA,00-0035610,GRE460594,NA
jermaine,gresham,NA,TE,06/16/1988,Oklahoma,JG-3700,497238,1761,NA,00-0027873,GRE819895,32013030-2d30-3032-3738-373367ff4407
john,griffin,NA,RB,12/17/1988,Massachusetts,JG-3750,2530842,NA,NA,00-0028377,GRI164946,NA
justin,griffith,NA,RB,07/21/1980,Mississippi State,JG-3800,2505523,NA,NA,00-0022011,GRI440073,NA
jonathan,grimes,NA,RB,12/21/1989,William & Mary,JG-3850,2534770,NA,NA,00-0029510,GRI692120,32013030-2d30-3032-3935-31301c3951ac
jalen,guyton,NA,WR,06/07/1997,North Texas,JG-4200,2562844,NA,f775dcc7-39b4-46d7-9a13-16b79b5a5131,00-0035414,GUY706299,32013030-2d30-3033-3534-31349fb0c279
jarred,haggins,NA,WR,01/17/1992,Florida State,JH-0125,2553886,NA,NA,00-0031967,HAG593034,NA
joe,hamilton,NA,QB,03/13/1977,Georgia Tech,JH-0600,2504199,NA,NA,NA,NA,NA
jeron,hamm,NA,WR,06/15/1992,Louisiana-Monroe,JH-0775,2550350,NA,NA,00-0030805,HAM420043,32013030-2d30-3033-3038-30356caf2cf9
jewel,hampton,NA,RB,12/23/1989,Southern Illinois,JH-0830,2533546,NA,NA,00-0028980,HAM728248,NA
james,hanna,NA,TE,07/14/1989,Oklahoma,JH-0860,2533028,NA,NA,00-0029634,HAN244555,32013030-2d30-3032-3936-33349e845193
joe,hansley,NA,WR,02/07/1994,Colorado State,JH-0880,2556879,NA,NA,00-0033023,HAN634620,NA
jim,harbaugh,NA,QB,12/23/1963,Michigan,JH-1100,2501019,NA,NA,NA,NA,NA
james,hardy,NA,WR,12/24/1985,Indiana,JH-1200,1024,NA,NA,00-0026181,HAR108650,NA
justin,hardy,NA,WR,12/18/1991,East Carolina,JH-1350,2552418,NA,NA,00-0031570,HAR111877,32013030-2d30-3033-3135-37307ad4347b
jamie,harper,NA,RB,09/11/1989,Clemson,JH-1400,2495464,NA,NA,00-0028068,HAR263558,32013030-2d30-3032-3830-36389a922b45
josh,harper,NA,WR,12/01/1991,Fresno State,JH-1450,2553653,NA,NA,00-0031883,HAR267323,NA
justin,harper,NA,WR,02/24/1985,Virginia Tech,JH-1500,760,NA,NA,00-0026355,HAR267861,NA
joey,harrington,NA,QB,10/21/1978,Oregon,JH-1700,2505011,NA,NA,NA,NA,NA
jackie,harris,NA,TE,01/04/1968,Louisiana-Monroe,JH-1800,2501042,NA,NA,NA,NA,NA
jackson,harris,NA,TE,NA,Georgia,JH-1812,2563360,NA,NA,NA,HAR418574,NA
joey,harris,NA,RB,12/18/1980,Purdue,JH-1900,2505756,NA,NA,NA,NA,NA
john,harris,NA,WR,11/11/1991,Texas,JH-1950,2553717,NA,NA,00-0031652,HAR446820,NA
josh,harris,NA,RB,01/22/1991,Wake Forest,JH-2075,2551247,NA,NA,00-0031450,HAR453697,32013030-2d30-3033-3134-3530dc391182
jerome,harrison,NA,RB,02/26/1983,Washington State,JH-2200,2495849,496,NA,00-0024359,HAR601702,32013030-2d30-3032-3433-353924092e52
joe,hastings,NA,WR,05/05/1987,Washburn,JH-2500,2530512,NA,NA,00-0028242,HAS689313,32013030-2d30-3032-3832-34322bbf7008
jarryd,hayne,NA,RB,02/15/1988,None,JH-3050,2553117,NA,NA,00-0031493,HAY563587,32013030-2d30-3033-3134-39333afff158
joey,haynos,NA,TE,08/28/1984,Maryland,JH-3100,250,NA,NA,00-0026026,HAY750214,NA
jake,heaps,NA,QB,06/19/1991,Miami (FL),JH-3205,2553890,NA,NA,00-0032073,HEA308918,NA
junior,hemingway,NA,WR,12/27/1988,Michigan,JH-3260,2532862,NA,NA,00-0029311,HEM180859,32013030-2d30-3032-3933-313131f4b69b
jack,heneghan,NA,QB,02/13/1996,Dartmouth,JH-3412,2561163,NA,NA,00-0034074,HEN392334,NA
javontee,herndon,NA,WR,06/29/1991,Arkansas,JH-3450,2550459,NA,NA,00-0030920,HER391702,32013030-2d30-3033-3039-3230359c0a19
jacob,hester,NA,RB,05/08/1985,LSU,JH-3600,1365,NA,NA,00-0026209,HES272038,32013030-2d30-3032-3632-3039290a6776
jeff,heuerman,NA,TE,11/24/1992,Ohio State,JH-3625,2552399,NA,98bb656e-ee9f-48e3-8583-d2e6aacb91f8,00-0032227,HEU190731,32013030-2d30-3033-3232-3237ce15ef70
johnnie lee,higgins,NA,WR,09/08/1983,Texas-El Paso,JH-3700,2495630,NA,NA,00-0025486,HIG233023,00-0025486
james,hill,NA,TE,10/25/1974,Abilene Christian,JH-3900,2501163,NA,NA,NA,NA,NA
jason,hill,NA,WR,02/20/1985,Washington State,JH-4000,2495631,NA,NA,00-0025463,HIL389650,32013030-2d30-3032-3534-363335f61c82
jeremy,hill,NA,RB,10/20/1992,LSU,JH-4025,2543603,2127,NA,00-0031301,HIL407410,32013030-2d30-3033-3133-30316985927d
josh,hill,NA,TE,05/21/1990,Idaho State,JH-4070,2541834,2296,4cafe114-6cee-4fcd-be0c-11af2c726553,00-0030216,HIL451418,32013030-2d30-3033-3032-3136ad823d70
justice,hill,NA,RB,11/14/1997,Oklahoma State,JH-4085,2562407,3266,1b301d20-84ac-4845-a82c-435c359ed635,00-0034975,HIL326301,32013030-2d30-3033-3439-3735223dcaa7
jonathan,hilliman,NA,RB,11/14/1995,Rutgers,JH-4250,NA,NA,NA,NA,NA,NA
james,hodgins,NA,RB,04/30/1977,San Jose State,JH-4500,2501191,NA,NA,NA,NA,NA
johnathan,holland,NA,WR,02/18/1985,Louisiana Tech,JH-4700,NA,NA,NA,NA,NA,NA
jesse,holley,NA,WR,01/08/1984,North Carolina,JH-4800,2507054,NA,NA,00-0024609,HOL224331,32013030-2d30-3032-3436-303953a5e5ea
jacob,hollister,NA,TE,11/18/1993,Wyoming,JH-4850,2558956,NA,6d76513a-84f2-4a4d-9ece-a8e538b47dbb,00-0033387,HOL292467,32013030-2d30-3033-3333-38377b2cc644
jabari,holloway,NA,TE,12/18/1978,Notre Dame,JH-4900,2504627,NA,NA,NA,NA,NA
johnny,holton,NA,WR,08/22/1991,Cincinnati,JH-5125,2556805,NA,NA,00-0032935,HOL773557,32013030-2d30-3033-3239-3335bb58b1bd
jp,holtz,NA,TE,08/28/1993,Pittsburgh,JH-5150,2556852,NA,b5793967-696a-4d76-bbf0-5b10c59b374b,00-0032986,HOL774674,32013030-2d30-3033-3239-383652200f6f
joe,horn,NA,WR,01/16/1972,Itawamba CC MS,JH-5200,2501238,NA,NA,NA,NA,NA
joe,horn,NA,WR,09/16/1994,Missouri Western,JH-5250,2563323,NA,NA,00-0035601,HOR133483,NA
jeremy,horne,NA,WR,10/25/1986,Massachusetts,JH-5300,2507874,NA,NA,00-0027308,HOR300674,32013030-2d30-3032-3733-3038548b767e
jesper,horsted,NA,TE,02/27/1997,Princeton,JH-5350,2563270,NA,c2c180cd-7b77-449d-89a9-06475677009a,00-0035562,HOR532134,32013030-2d30-3033-3535-3632cdecbdbd
